DeviceID,Event,EventValue,Date,DeviceType,DeviceName
31,open,TRUE,6/16/17 7:08:52 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:09:45 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:10:10 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:11:10 PM,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/16/17 7:12:36 PM,door_lock_device,Front Door
32,open,TRUE,6/16/17 7:12:37 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:12:58 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:15:27 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:15:37 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:15:55 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:16:05 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:17:37 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:19:12 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:20:02 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:20:08 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:20:43 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:22:31 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:25:43 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:26:02 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:28:20 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:30:35 PM,wireless_sensor,Front Door
32,open,TRUE,6/16/17 7:30:42 PM,wireless_sensor,Front Door
32,open,FALSE,6/16/17 7:30:46 PM,wireless_sensor,Front Door
31,open,TRUE,6/16/17 7:40:25 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:40:29 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:40:51 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:40:55 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:45:13 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:45:16 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:50:12 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:50:15 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:52:49 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:52:54 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 7:52:56 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:52:59 PM,wireless_sensor,Interior Garage Door
135,locked,FALSE,6/16/17 7:55:26 PM,door_lock_device,Back Door
33,open,TRUE,6/16/17 7:55:28 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 7:57:29 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/16/17 7:59:55 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 7:59:59 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:00:14 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:00:17 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:01:36 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:01:40 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:01:49 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:01:52 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/16/17 8:11:02 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 8:11:06 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/16/17 8:11:35 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 8:11:43 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/16/17 8:19:16 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 8:19:22 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/16/17 8:23:18 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:24:01 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:25:09 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:25:17 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:28:28 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:28:31 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:31:27 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:31:30 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:36:46 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:37:12 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 8:38:43 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 8:39:00 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/16/17 9:09:00 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 9:09:03 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/16/17 9:14:19 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 9:14:22 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/16/17 9:14:55 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 9:14:59 PM,wireless_sensor,Kitchen Door
102,locked,TRUE,6/16/17 9:26:31 PM,door_lock_device,Front Door
33,open,TRUE,6/16/17 9:27:23 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/16/17 9:27:46 PM,wireless_sensor,Kitchen Door
135,locked,TRUE,6/16/17 9:27:49 PM,door_lock_device,Back Door
31,open,TRUE,6/16/17 9:36:43 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 9:37:01 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 9:42:21 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 9:42:53 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 9:57:12 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 9:57:18 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 9:58:58 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:01:42 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 10:02:03 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:02:07 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 10:02:13 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:02:17 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 10:21:26 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:21:29 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 10:22:15 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:22:18 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 10:22:41 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 10:22:45 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/16/17 11:07:34 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/16/17 11:07:59 PM,wireless_sensor,Interior Garage Door
135,locking,TRUE,6/16/17 11:51:23 PM,door_lock_device,Back Door
275,locking,TRUE,6/16/17 11:51:23 PM,kwikset_988_door_lock_device,Man Door
102,locking,TRUE,6/16/17 11:51:24 PM,door_lock_device,Front Door
135,locking,FALSE,6/16/17 11:51:33 PM,door_lock_device,Back Door
275,locking,FALSE,6/16/17 11:51:34 PM,kwikset_988_door_lock_device,Man Door
102,locking,FALSE,6/16/17 11:51:34 PM,door_lock_device,Front Door
135,locked,FALSE,6/17/17 8:46:41 AM,door_lock_device,Back Door
31,open,TRUE,6/17/17 8:50:47 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 8:50:50 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 9:45:43 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 9:45:56 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 9:54:07 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 9:54:10 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:03:39 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:03:55 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:20:24 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:20:31 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:22:44 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:22:48 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:23:05 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:23:09 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:23:09 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:23:12 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 10:32:14 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 10:32:17 AM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/17/17 11:09:08 AM,wireless_sensor,Kitchen Door
33,open,FALSE,6/17/17 11:09:14 AM,wireless_sensor,Kitchen Door
33,open,TRUE,6/17/17 11:12:25 AM,wireless_sensor,Kitchen Door
33,open,FALSE,6/17/17 11:12:51 AM,wireless_sensor,Kitchen Door
33,open,TRUE,6/17/17 11:14:38 AM,wireless_sensor,Kitchen Door
33,open,FALSE,6/17/17 11:14:41 AM,wireless_sensor,Kitchen Door
33,open,TRUE,6/17/17 11:18:24 AM,wireless_sensor,Kitchen Door
33,open,FALSE,6/17/17 11:19:10 AM,wireless_sensor,Kitchen Door
275,locked,FALSE,6/17/17 11:38:59 AM,kwikset_988_door_lock_device,Man Door
34,open,TRUE,6/17/17 11:39:03 AM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 11:39:41 AM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 11:39:46 AM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 11:39:50 AM,wireless_sensor,Exterior Garage Door
31,open,TRUE,6/17/17 11:41:17 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 11:41:20 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 11:50:51 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 11:50:54 AM,wireless_sensor,Interior Garage Door
34,open,TRUE,6/17/17 12:07:42 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:08:01 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:09:47 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:09:53 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:29:26 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:29:31 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:30:00 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:30:05 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:39:12 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:39:32 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:42:39 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:42:49 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 12:44:03 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 12:44:22 PM,wireless_sensor,Exterior Garage Door
275,locked,TRUE,6/17/17 12:53:20 PM,kwikset_988_door_lock_device,Man Door
275,locked,FALSE,6/17/17 1:01:32 PM,kwikset_988_door_lock_device,Man Door
34,open,TRUE,6/17/17 1:01:33 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 1:01:38 PM,wireless_sensor,Exterior Garage Door
34,open,TRUE,6/17/17 1:02:32 PM,wireless_sensor,Exterior Garage Door
34,open,FALSE,6/17/17 1:02:39 PM,wireless_sensor,Exterior Garage Door
275,locked,TRUE,6/17/17 1:02:41 PM,kwikset_988_door_lock_device,Man Door
31,open,TRUE,6/17/17 1:07:08 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 1:07:18 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 1:08:45 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 1:08:48 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 1:09:26 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 1:09:30 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 3:03:05 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 3:03:41 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 3:06:23 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 3:06:26 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 3:14:02 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 3:14:05 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 3:17:22 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 3:17:30 PM,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/17/17 6:05:12 PM,door_lock_device,Front Door
32,open,TRUE,6/17/17 6:05:13 PM,wireless_sensor,Front Door
32,open,FALSE,6/17/17 6:05:16 PM,wireless_sensor,Front Door
32,open,TRUE,6/17/17 6:13:07 PM,wireless_sensor,Front Door
32,open,FALSE,6/17/17 6:13:10 PM,wireless_sensor,Front Door
102,locked,TRUE,6/17/17 6:13:11 PM,door_lock_device,Front Door
31,open,TRUE,6/17/17 6:31:44 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 6:32:09 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 6:48:43 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 6:48:45 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 6:56:41 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 6:56:45 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 7:08:43 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 7:08:46 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 7:09:02 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 7:09:09 PM,wireless_sensor,Interior Garage Door
135,locked,TRUE,6/17/17 7:27:14 PM,door_lock_device,Back Door
31,open,TRUE,6/17/17 7:31:08 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 7:34:15 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 9:14:34 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 9:14:53 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/17/17 9:15:33 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/17/17 9:15:38 PM,wireless_sensor,Interior Garage Door
102,locking,TRUE,6/17/17 11:14:19 PM,door_lock_device,Front Door
135,locking,TRUE,6/17/17 11:14:19 PM,door_lock_device,Back Door
275,locking,TRUE,6/17/17 11:14:19 PM,kwikset_988_door_lock_device,Man Door
275,locking,FALSE,6/17/17 11:14:29 PM,kwikset_988_door_lock_device,Man Door
135,locking,FALSE,6/17/17 11:14:29 PM,door_lock_device,Back Door
102,locking,FALSE,6/17/17 11:14:29 PM,door_lock_device,Front Door
31,open,TRUE,6/18/17 9:38:01 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 9:38:06 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 9:38:20 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 9:38:23 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 9:42:42 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 9:42:58 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 11:50:37 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 11:50:41 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 11:50:46 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 11:51:59 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 11:56:09 AM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 11:56:25 AM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 12:39:07 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 12:39:10 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 12:39:19 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 12:39:22 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 12:40:12 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 12:40:15 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 12:40:19 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 12:41:06 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 12:42:34 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 12:43:43 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 4:14:37 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 4:15:05 PM,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/18/17 4:25:46 PM,door_lock_device,Front Door
32,open,TRUE,6/18/17 4:25:46 PM,wireless_sensor,Front Door
32,open,FALSE,6/18/17 4:25:56 PM,wireless_sensor,Front Door
102,locked,TRUE,6/18/17 4:25:58 PM,door_lock_device,Front Door
31,open,TRUE,6/18/17 4:26:16 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 4:26:36 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 4:44:10 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 4:44:17 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 4:53:01 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 4:53:21 PM,wireless_sensor,Interior Garage Door
135,locked,FALSE,6/18/17 5:05:15 PM,door_lock_device,Back Door
33,open,TRUE,6/18/17 5:05:17 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:05:23 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:06:55 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:06:57 PM,wireless_sensor,Kitchen Door
32,open,TRUE,6/18/17 5:11:22 PM,wireless_sensor,Front Door
32,open,FALSE,6/18/17 5:11:30 PM,wireless_sensor,Front Door
32,open,TRUE,6/18/17 5:17:42 PM,wireless_sensor,Front Door
32,open,FALSE,6/18/17 5:17:48 PM,wireless_sensor,Front Door
33,open,TRUE,6/18/17 5:25:19 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:25:22 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:27:03 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:27:07 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:30:49 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:30:54 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:31:15 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:31:18 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:39:30 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:39:33 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:40:30 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:40:33 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/18/17 5:40:41 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 5:40:41 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 5:41:00 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 5:41:03 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/18/17 5:47:52 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:47:55 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:48:45 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:48:47 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/18/17 5:49:57 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 5:50:00 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 5:50:18 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 5:50:21 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/18/17 5:54:30 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:54:33 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:55:15 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:55:18 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:57:13 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:57:35 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:57:50 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:57:53 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:58:21 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:58:24 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 5:59:20 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:59:26 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/18/17 5:59:41 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/18/17 5:59:42 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 5:59:44 PM,wireless_sensor,Kitchen Door
31,open,FALSE,6/18/17 5:59:45 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 5:59:59 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 6:00:02 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/18/17 6:00:43 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:00:46 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:03:08 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:03:12 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:03:41 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:03:44 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:04:55 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:05:00 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:09:57 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:09:59 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:10:20 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:10:23 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:12:01 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:12:03 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:12:26 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:12:31 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:15:20 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:15:23 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:15:38 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:15:41 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:20:02 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:20:06 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:25:01 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:25:06 PM,wireless_sensor,Kitchen Door
33,open,TRUE,6/18/17 6:25:46 PM,wireless_sensor,Kitchen Door
33,open,FALSE,6/18/17 6:25:50 PM,wireless_sensor,Kitchen Door
31,open,TRUE,6/18/17 6:26:48 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 6:26:51 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 6:27:05 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 6:27:08 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 6:53:54 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 6:54:17 PM,wireless_sensor,Interior Garage Door
31,open,TRUE,6/18/17 7:03:32 PM,wireless_sensor,Interior Garage Door
31,open,FALSE,6/18/17 7:03:45 PM,wireless_sensor,Interior Garage Door
33,open,TRUE,6/18/17 7:05:12 PM,wireless_sensor,Kitchen Door
