time,precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),temperature_2m_mean (°F),temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),wind_speed_10m_max (mp/h),cloud_cover_mean (%),dew_point_2m_mean (°F),snowfall_water_equivalent_sum (inch),pressure_msl_mean (hPa),relative_humidity_2m_mean (%),wind_direction_10m_dominant (°),wind_speed_10m_mean (mp/h),visibility_mean (undefined),soil_temperature_0_to_7cm_mean (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),weather_code (wmo code)
2000-01-13,0.000,0.000,0.000,0.0,30.3,42.4,20.7,36.1,14.4,9.2,75,21.1,0.000,1025.5,69,158,4.1,NaN,34.1,23.4,2000-01-13T08:50,2000-01-13T18:22,3
2000-01-14,0.000,0.000,0.000,0.0,36.3,49.7,27.0,43.2,18.6,8.4,99,22.2,0.000,1021.1,57,158,6.5,NaN,34.1,28.5,2000-01-14T08:50,2000-01-14T18:23,3
2000-01-15,0.000,0.000,0.000,0.0,37.0,45.9,29.5,38.4,21.0,8.0,92,24.2,0.000,1017.9,60,160,6.2,NaN,34.3,29.5,2000-01-15T08:49,2000-01-15T18:24,3
2000-01-16,0.000,0.000,0.000,0.0,40.8,46.8,36.1,39.4,27.5,11.6,93,29.8,0.000,1014.4,65,155,8.7,NaN,35.1,32.9,2000-01-16T08:49,2000-01-16T18:25,3
2000-01-17,0.130,0.130,0.000,7.0,42.6,48.5,37.7,44.9,30.3,8.9,79,34.5,0.000,1020.8,73,172,4.3,NaN,36.8,37.4,2000-01-17T08:49,2000-01-17T18:26,55
2000-01-18,0.457,0.457,0.000,20.0,41.0,49.0,36.6,45.6,31.4,5.8,85,37.5,0.000,1018.5,87,155,4.2,NaN,38.2,36.3,2000-01-18T08:48,2000-01-18T18:27,55
2000-01-19,0.091,0.091,0.000,5.0,40.8,45.1,32.6,40.8,26.7,5.5,64,36.7,0.000,1022.1,86,201,3.2,NaN,37.6,36.4,2000-01-19T08:48,2000-01-19T18:28,53
2000-01-20,0.000,0.000,0.000,0.0,36.5,45.6,28.5,40.6,21.5,5.3,97,30.7,0.000,1017.4,80,200,3.3,NaN,37.7,31.2,2000-01-20T08:47,2000-01-20T18:29,3
2000-01-21,0.165,0.157,0.055,10.0,36.9,41.3,31.2,37.3,24.8,5.1,83,34.0,0.008,1015.0,89,244,2.8,NaN,38.2,32.2,2000-01-21T08:46,2000-01-21T18:31,71
2000-01-22,0.039,0.020,0.165,5.0,31.9,35.9,27.3,30.5,20.8,5.6,40,26.7,0.024,1019.9,81,191,3.0,NaN,35.2,26.0,2000-01-22T08:46,2000-01-22T18:32,73
2000-01-23,0.000,0.000,0.000,0.0,29.7,40.2,20.6,33.7,13.6,5.0,77,19.4,0.000,1024.3,68,150,3.6,NaN,34.1,22.8,2000-01-23T08:45,2000-01-23T18:33,3
2000-01-24,0.000,0.000,0.000,0.0,36.4,43.1,29.6,38.3,23.7,3.3,99,28.4,0.000,1019.7,73,219,2.0,NaN,36.2,31.2,2000-01-24T08:44,2000-01-24T18:34,3
2000-01-25,0.449,0.449,0.000,22.0,37.4,41.4,32.3,37.7,27.9,4.3,100,35.4,0.000,1016.2,92,158,2.6,NaN,37.5,33.1,2000-01-25T08:44,2000-01-25T18:35,53
2000-01-26,0.059,0.016,0.331,6.0,33.1,37.2,28.7,30.0,20.8,9.5,70,31.5,0.047,1017.0,94,306,5.6,NaN,37.7,26.9,2000-01-26T08:43,2000-01-26T18:37,73
2000-01-27,0.000,0.000,0.000,0.0,27.1,31.5,24.1,24.1,15.8,8.2,38,20.8,0.000,1028.4,77,312,5.2,NaN,34.4,19.6,2000-01-27T08:42,2000-01-27T18:38,3
2000-01-28,0.000,0.000,0.000,0.0,25.4,29.8,20.0,22.1,13.8,5.4,18,17.8,0.000,1031.2,73,331,3.4,NaN,33.3,18.4,2000-01-28T08:41,2000-01-28T18:39,2
2000-01-29,0.000,0.000,0.000,0.0,24.8,33.0,16.6,26.6,8.6,4.4,0,14.7,0.000,1028.9,66,131,2.8,NaN,33.0,17.9,2000-01-29T08:40,2000-01-29T18:40,0
2000-01-30,0.000,0.000,0.000,0.0,24.6,35.9,15.2,29.7,7.6,3.4,21,13.0,0.000,1023.3,64,161,2.0,NaN,32.9,17.9,2000-01-30T08:39,2000-01-30T18:42,3
2000-01-31,0.315,0.004,2.205,14.0,28.0,31.8,21.8,26.0,14.8,5.3,82,23.2,0.315,1023.1,82,199,2.7,NaN,33.1,22.0,2000-01-31T08:39,2000-01-31T18:43,73
2000-02-01,0.000,0.000,0.000,0.0,26.3,34.5,17.9,28.8,10.1,6.0,81,21.1,0.000,1034.4,82,159,4.4,NaN,33.2,19.3,2000-02-01T08:38,2000-02-01T18:44,3
2000-02-02,0.000,0.000,0.000,0.0,29.6,40.6,18.5,35.1,10.9,5.4,76,20.8,0.000,1032.2,71,214,3.3,NaN,33.6,23.0,2000-02-02T08:37,2000-02-02T18:45,3
2000-02-03,0.000,0.000,0.000,0.0,31.4,42.6,21.7,37.5,14.8,4.6,52,23.7,0.000,1026.1,74,259,2.9,NaN,33.8,25.3,2000-02-03T08:36,2000-02-03T18:47,3
2000-02-04,0.000,0.000,0.000,0.0,31.0,46.7,18.3,42.1,10.5,5.7,89,23.3,0.000,1019.8,75,148,3.0,NaN,33.9,24.9,2000-02-04T08:35,2000-02-04T18:48,3
2000-02-05,0.000,0.000,0.000,0.0,35.7,48.5,27.0,43.4,19.7,5.4,69,24.8,0.000,1020.0,66,169,3.5,NaN,33.6,29.5,2000-02-05T08:34,2000-02-05T18:49,3
2000-02-06,0.000,0.000,0.000,0.0,35.4,46.5,25.6,41.4,18.9,5.6,33,26.6,0.000,1026.1,71,223,3.3,NaN,34.6,29.5,2000-02-06T08:32,2000-02-06T18:50,3
2000-02-07,0.000,0.000,0.000,0.0,36.2,49.5,24.2,45.1,17.0,5.2,70,26.2,0.000,1030.6,69,173,3.2,NaN,34.1,30.3,2000-02-07T08:31,2000-02-07T18:51,3
2000-02-08,0.000,0.000,0.000,0.0,37.6,49.6,26.3,44.8,18.6,6.7,99,27.1,0.000,1024.4,67,190,3.6,NaN,35.0,31.6,2000-02-08T08:30,2000-02-08T18:53,3
2000-02-09,0.000,0.000,0.000,0.0,40.9,49.2,33.0,44.6,27.2,6.8,99,31.8,0.000,1015.0,71,180,3.1,NaN,37.5,35.8,2000-02-09T08:29,2000-02-09T18:54,3
2000-02-10,0.106,0.106,0.000,11.0,39.1,45.7,31.7,41.2,25.5,6.1,87,33.2,0.000,1010.7,80,153,3.7,NaN,38.3,33.9,2000-02-10T08:28,2000-02-10T18:55,53
2000-02-11,0.106,0.106,0.000,9.0,38.9,45.4,33.2,39.7,26.6,7.8,81,33.5,0.000,1010.0,82,162,5.4,NaN,39.5,33.1,2000-02-11T08:27,2000-02-11T18:56,53
2000-02-12,0.516,0.425,0.634,18.0,36.8,40.4,31.7,33.2,24.8,7.8,95,33.7,0.091,1006.7,89,177,5.1,NaN,38.5,31.1,2000-02-12T08:26,2000-02-12T18:58,73
2000-02-13,0.035,0.028,0.055,7.0,34.1,39.1,28.8,32.1,21.7,8.2,87,29.3,0.008,1010.6,83,164,6.7,NaN,35.6,27.1,2000-02-13T08:24,2000-02-13T18:59,71
2000-02-14,0.189,0.189,0.000,9.0,42.1,49.4,37.7,40.5,30.1,17.1,79,35.9,0.000,1007.8,79,169,11.0,NaN,39.7,34.3,2000-02-14T08:23,2000-02-14T19:00,53
2000-02-15,0.000,0.000,0.000,0.0,37.8,40.9,27.6,35.9,20.5,6.5,45,27.1,0.000,1021.5,66,244,4.3,NaN,37.5,31.6,2000-02-15T08:22,2000-02-15T19:01,3
2000-02-16,0.177,0.157,0.138,10.0,33.5,41.2,26.2,36.3,19.4,4.8,94,28.6,0.020,1017.0,83,149,2.9,NaN,36.2,28.0,2000-02-16T08:20,2000-02-16T19:02,71
2000-02-17,0.398,0.134,1.846,24.0,32.7,36.0,30.3,29.7,23.8,8.0,99,30.3,0.264,1012.7,91,299,4.6,NaN,36.0,26.7,2000-02-17T08:19,2000-02-17T19:04,73
2000-02-18,0.012,0.004,0.083,2.0,32.6,36.7,26.2,32.1,19.0,4.7,46,27.8,0.012,1024.9,83,209,2.7,NaN,37.8,27.1,2000-02-18T08:18,2000-02-18T19:05,71
2000-02-19,0.000,0.000,0.000,0.0,29.3,41.3,17.9,37.4,10.0,5.9,0,19.7,0.000,1028.7,70,164,3.4,NaN,35.4,22.7,2000-02-19T08:16,2000-02-19T19:06,0
2000-02-20,0.000,0.000,0.000,0.0,33.2,48.8,21.0,43.9,13.0,5.8,86,24.5,0.000,1018.1,72,164,4.0,NaN,35.4,26.8,2000-02-20T08:15,2000-02-20T19:07,3
2000-02-21,0.008,0.008,0.000,1.0,41.9,55.0,33.0,49.8,24.5,8.8,88,30.4,0.000,1011.4,65,151,6.0,NaN,38.0,35.3,2000-02-21T08:13,2000-02-21T19:08,51
2000-02-22,0.008,0.008,0.000,2.0,39.0,44.6,34.1,40.2,25.7,9.7,59,32.1,0.000,1015.8,77,161,6.1,NaN,40.0,32.6,2000-02-22T08:12,2000-02-22T19:10,51
2000-02-23,0.024,0.024,0.028,4.0,37.8,46.7,29.1,37.8,21.1,11.9,87,28.5,0.004,1012.3,70,151,8.9,NaN,38.4,29.7,2000-02-23T08:11,2000-02-23T19:11,71
2000-02-24,0.437,0.114,2.260,24.0,32.5,35.9,28.5,30.9,21.0,12.6,99,29.8,0.323,1006.8,90,257,6.1,NaN,37.5,25.7,2000-02-24T08:09,2000-02-24T19:12,75
2000-02-25,0.000,0.000,0.055,0.0,27.6,31.4,22.6,23.6,14.1,13.5,58,18.7,0.008,1018.9,69,271,8.1,NaN,35.2,18.8,2000-02-25T08:08,2000-02-25T19:13,71
2000-02-26,0.000,0.000,0.028,0.0,29.6,37.8,20.3,29.7,11.3,9.1,91,19.8,0.004,1023.2,67,160,6.9,NaN,33.5,21.4,2000-02-26T08:06,2000-02-26T19:14,71
2000-02-27,0.004,0.004,0.000,1.0,35.5,45.1,23.3,37.2,14.7,10.1,91,25.3,0.000,1011.7,67,148,8.0,NaN,36.8,27.5,2000-02-27T08:05,2000-02-27T19:15,51
2000-02-28,0.559,0.169,2.728,16.0,35.0,37.8,33.5,33.2,27.4,5.4,70,31.7,0.390,1011.2,88,220,3.3,NaN,35.7,29.7,2000-02-28T08:03,2000-02-28T19:17,75
2000-02-29,0.000,0.000,0.000,0.0,35.3,44.9,26.9,38.6,18.1,9.0,65,27.3,0.000,1016.7,74,155,5.7,NaN,38.9,28.7,2000-02-29T08:02,2000-02-29T19:18,3
2000-03-01,0.000,0.000,0.000,0.0,37.1,38.6,34.3,33.3,28.7,5.8,69,30.7,0.000,1018.7,78,294,4.0,NaN,39.2,31.4,2000-03-01T08:00,2000-03-01T19:19,3
2000-03-02,0.000,0.000,0.000,0.0,36.1,40.5,31.8,37.5,26.8,5.6,36,31.6,0.000,1021.4,84,309,2.4,NaN,38.1,31.3,2000-03-02T07:59,2000-03-02T19:20,3
2000-03-03,0.000,0.000,0.000,0.0,37.6,44.9,30.5,41.6,25.4,4.3,37,30.6,0.000,1020.8,76,295,2.1,NaN,38.2,33.0,2000-03-03T07:57,2000-03-03T19:21,2
2000-03-04,0.000,0.000,0.000,0.0,40.8,54.8,28.6,52.6,21.2,6.1,13,31.6,0.000,1011.7,72,168,3.4,NaN,39.4,35.9,2000-03-04T07:56,2000-03-04T19:22,2
2000-03-05,0.031,0.031,0.000,5.0,37.6,48.5,29.6,42.0,22.9,12.1,66,31.8,0.000,999.8,80,158,7.3,NaN,39.0,30.7,2000-03-05T07:54,2000-03-05T19:23,51
2000-03-06,0.039,0.035,0.028,4.0,35.9,47.6,28.2,40.8,20.8,10.8,90,30.4,0.004,1005.3,81,153,6.6,NaN,37.8,29.1,2000-03-06T07:52,2000-03-06T19:24,71
2000-03-07,0.000,0.000,0.000,0.0,36.8,39.7,33.0,34.6,26.7,6.2,59,24.6,0.000,1012.8,61,236,3.8,NaN,37.8,30.7,2000-03-07T07:51,2000-03-07T19:26,3
2000-03-08,0.039,0.039,0.055,6.0,36.8,44.6,29.6,37.0,21.6,10.1,89,28.6,0.008,1014.8,73,154,7.1,NaN,38.0,29.5,2000-03-08T07:49,2000-03-08T19:27,71
2000-03-09,0.354,0.181,1.213,24.0,35.4,38.9,30.9,35.2,23.6,8.2,87,30.3,0.173,1017.6,82,176,5.2,NaN,39.3,29.2,2000-03-09T07:48,2000-03-09T19:28,73
2000-03-10,0.122,0.039,0.634,11.0,34.0,38.4,30.2,35.0,23.5,6.5,54,28.3,0.091,1027.9,80,245,4.1,NaN,39.0,28.1,2000-03-10T07:46,2000-03-10T19:29,73
2000-03-11,0.047,0.035,0.083,6.0,35.7,44.6,26.8,39.2,18.1,8.6,69,25.9,0.012,1026.1,69,160,5.1,NaN,38.0,28.9,2000-03-11T07:44,2000-03-11T19:30,71
2000-03-12,0.000,0.000,0.000,0.0,38.1,42.1,32.7,38.6,26.4,5.5,55,30.3,0.000,1025.0,75,291,3.3,NaN,40.3,33.0,2000-03-12T07:43,2000-03-12T19:31,3
2000-03-13,0.000,0.000,0.000,0.0,38.6,48.3,28.0,46.3,21.4,7.8,37,29.6,0.000,1020.5,72,166,3.9,NaN,40.3,33.2,2000-03-13T07:41,2000-03-13T19:32,3
2000-03-14,0.000,0.000,0.000,0.0,41.8,48.6,33.5,44.4,26.3,6.8,82,32.4,0.000,1016.8,69,176,3.8,NaN,40.3,36.5,2000-03-14T07:39,2000-03-14T19:33,3
2000-03-15,0.043,0.031,0.083,5.0,39.4,41.8,36.8,36.9,28.5,12.4,53,28.8,0.012,1017.7,66,329,8.0,NaN,40.5,32.0,2000-03-15T07:38,2000-03-15T19:34,71
2000-03-16,0.000,0.000,0.000,0.0,38.7,48.5,26.0,42.9,19.0,6.5,36,27.8,0.000,1018.8,68,148,4.1,NaN,40.3,33.0,2000-03-16T07:36,2000-03-16T19:35,3
2000-03-17,0.177,0.091,0.606,10.0,36.9,40.4,33.8,35.6,24.1,14.7,52,26.5,0.087,1023.4,68,303,9.1,NaN,41.6,28.8,2000-03-17T07:34,2000-03-17T19:36,73
2000-03-18,0.067,0.020,0.331,5.0,37.4,42.4,31.6,39.9,23.3,9.7,29,26.9,0.047,1026.6,67,324,5.4,NaN,41.5,31.2,2000-03-18T07:33,2000-03-18T19:38,73
2000-03-19,0.429,0.252,1.240,15.0,37.6,48.4,30.9,40.8,23.0,14.5,91,29.1,0.177,1013.5,72,181,10.0,NaN,39.9,29.2,2000-03-19T07:31,2000-03-19T19:39,73
2000-03-20,0.110,0.012,0.772,10.0,29.9,36.9,23.8,25.0,13.3,18.1,71,20.3,0.110,1015.2,69,359,13.2,NaN,37.8,19.1,2000-03-20T07:30,2000-03-20T19:40,73
2000-03-21,0.000,0.000,0.000,0.0,30.6,40.5,19.5,33.6,9.0,14.4,0,20.0,0.000,1021.4,65,3,10.0,NaN,38.3,21.6,2000-03-21T07:28,2000-03-21T19:41,0
2000-03-22,0.000,0.000,0.000,0.0,36.9,47.2,25.6,43.0,19.3,5.4,8,28.4,0.000,1021.1,73,331,2.4,NaN,39.6,32.2,2000-03-22T07:26,2000-03-22T19:42,1
2000-03-23,0.047,0.047,0.000,3.0,39.2,51.3,30.5,48.9,22.7,12.6,59,32.6,0.000,1014.8,79,211,5.7,NaN,40.4,33.4,2000-03-23T07:25,2000-03-23T19:43,53
2000-03-24,0.000,0.000,0.000,0.0,41.0,50.2,30.7,45.6,25.7,6.1,46,32.6,0.000,1020.0,75,13,3.0,NaN,43.6,36.5,2000-03-24T07:23,2000-03-24T19:44,2
2000-03-25,0.000,0.000,0.000,0.0,45.1,56.2,31.4,54.0,25.3,5.3,81,36.6,0.000,1017.1,75,165,2.7,NaN,46.6,41.3,2000-03-25T07:21,2000-03-25T19:45,3
2000-03-26,0.000,0.000,0.000,0.0,50.9,57.7,42.4,56.2,37.6,5.9,22,37.3,0.000,1018.2,61,198,3.9,NaN,50.0,46.9,2000-03-26T07:20,2000-03-26T19:46,3
2000-03-27,0.000,0.000,0.000,0.0,50.2,64.3,35.1,62.1,28.9,9.4,41,35.9,0.000,1010.0,63,162,5.2,NaN,50.9,45.4,2000-03-27T07:18,2000-03-27T19:47,3
2000-03-28,0.264,0.264,0.000,9.0,46.8,54.2,39.5,50.5,31.0,11.3,60,36.3,0.000,1005.8,68,328,7.8,NaN,49.9,40.7,2000-03-28T07:16,2000-03-28T19:48,61
2000-03-29,0.000,0.000,0.000,0.0,42.3,46.9,36.7,42.6,28.2,10.1,25,25.4,0.000,1015.0,52,337,5.9,NaN,46.5,35.6,2000-03-29T07:15,2000-03-29T19:49,2
2000-03-30,0.311,0.098,1.488,13.0,39.0,45.5,32.9,36.6,24.5,13.9,60,29.8,0.213,1023.4,71,338,10.2,NaN,45.5,30.8,2000-03-30T07:13,2000-03-30T19:50,73
2000-03-31,0.000,0.000,0.000,0.0,40.3,51.1,28.6,42.4,20.2,14.1,6,25.8,0.000,1022.7,62,3,10.4,NaN,44.1,31.8,2000-03-31T07:11,2000-03-31T19:51,1
2000-04-01,0.000,0.000,0.000,0.0,41.5,50.8,29.6,46.2,23.8,9.2,32,29.1,0.000,1020.1,65,332,5.2,NaN,46.0,35.8,2000-04-01T07:10,2000-04-01T19:52,3
2000-04-02,0.000,0.000,0.000,0.0,47.0,54.0,38.1,50.6,32.0,8.3,33,35.9,0.000,1015.9,66,306,5.0,NaN,48.9,42.1,2000-04-02T07:08,2000-04-02T19:53,3
2000-04-03,0.000,0.000,0.000,0.0,47.7,54.8,39.3,52.2,34.6,6.7,13,36.3,0.000,1023.3,68,4,4.6,NaN,51.3,43.4,2000-04-03T07:06,2000-04-03T19:54,1
2000-04-04,0.000,0.000,0.000,0.0,56.6,70.7,41.6,69.1,34.8,8.5,11,37.8,0.000,1015.2,54,157,5.8,NaN,54.0,52.0,2000-04-04T07:05,2000-04-04T19:55,1
2000-04-05,0.000,0.000,0.000,0.0,56.9,61.7,46.9,59.7,43.2,8.6,31,38.2,0.000,1011.1,52,325,5.3,NaN,56.5,52.7,2000-04-05T07:03,2000-04-05T19:57,2
2000-04-06,0.000,0.000,0.000,0.0,54.2,62.4,44.0,56.7,39.1,12.3,58,38.0,0.000,1009.6,57,288,7.1,NaN,54.4,48.8,2000-04-06T07:02,2000-04-06T19:58,3
2000-04-07,0.000,0.000,0.000,0.0,48.4,53.3,40.4,49.5,32.7,10.6,6,30.6,0.000,1023.8,51,335,7.6,NaN,53.4,41.9,2000-04-07T07:00,2000-04-07T19:59,2
2000-04-08,0.000,0.000,0.000,0.0,50.0,64.2,35.7,62.4,30.4,5.9,14,37.2,0.000,1018.8,67,108,3.5,NaN,54.2,46.6,2000-04-08T06:58,2000-04-08T20:00,2
2000-04-09,0.031,0.031,0.000,3.0,51.8,57.7,44.3,54.7,38.1,11.3,21,38.3,0.000,1009.8,62,314,7.2,NaN,55.1,46.6,2000-04-09T06:57,2000-04-09T20:01,51
2000-04-10,0.000,0.000,0.000,0.0,51.3,58.6,41.3,54.6,36.5,9.4,19,39.4,0.000,1015.6,67,341,6.6,NaN,54.8,46.6,2000-04-10T06:55,2000-04-10T20:02,1
2000-04-11,0.000,0.000,0.000,0.0,52.5,63.8,38.5,61.1,34.8,6.3,6,37.2,0.000,1019.3,63,15,3.4,NaN,56.1,49.0,2000-04-11T06:54,2000-04-11T20:03,1
2000-04-12,0.000,0.000,0.000,0.0,55.2,70.5,39.5,69.3,33.4,7.6,80,36.5,0.000,1017.2,59,145,5.7,NaN,56.9,50.6,2000-04-12T06:52,2000-04-12T20:04,3
2000-04-13,0.035,0.035,0.000,2.0,60.0,74.1,47.2,67.0,39.9,12.6,86,35.2,0.000,1008.2,45,177,9.6,NaN,58.3,53.3,2000-04-13T06:51,2000-04-13T20:05,53
2000-04-14,0.602,0.602,0.000,20.0,49.1,54.7,44.9,50.3,40.1,8.3,87,44.0,0.000,1005.5,83,326,5.6,NaN,56.4,45.3,2000-04-14T06:49,2000-04-14T20:06,63
2000-04-15,0.161,0.161,0.000,12.0,48.0,55.0,42.1,51.4,37.1,7.4,58,37.5,0.000,1008.7,70,319,4.9,NaN,55.0,43.7,2000-04-15T06:47,2000-04-15T20:07,53
2000-04-16,0.000,0.000,0.000,0.0,52.3,62.3,40.4,55.5,34.4,12.7,98,36.3,0.000,1011.3,61,158,8.7,NaN,53.7,45.7,2000-04-16T06:46,2000-04-16T20:08,3
2000-04-17,0.000,0.000,0.000,0.0,57.5,68.9,46.4,62.1,40.8,11.2,93,36.9,0.000,1008.6,51,155,7.5,NaN,56.1,51.6,2000-04-17T06:44,2000-04-17T20:09,3
2000-04-18,0.039,0.039,0.000,3.0,48.2,54.2,44.3,46.9,37.9,14.3,79,36.4,0.000,1005.0,66,182,9.2,NaN,52.7,41.4,2000-04-18T06:43,2000-04-18T20:10,53
2000-04-19,0.000,0.000,0.000,0.0,46.5,50.7,43.5,46.2,36.7,8.4,79,34.2,0.000,1016.5,62,264,5.5,NaN,50.2,40.7,2000-04-19T06:41,2000-04-19T20:11,3
2000-04-20,0.000,0.000,0.000,0.0,51.2,64.0,37.7,62.8,32.8,7.2,69,38.4,0.000,1019.9,67,80,4.1,NaN,54.7,47.7,2000-04-20T06:40,2000-04-20T20:12,3
2000-04-21,0.000,0.000,0.000,0.0,56.0,70.0,41.3,64.6,37.1,9.4,89,39.4,0.000,1011.1,61,128,3.5,NaN,56.6,52.1,2000-04-21T06:38,2000-04-21T20:13,3
2000-04-22,0.201,0.201,0.000,6.0,54.8,61.4,44.9,58.8,40.3,7.2,83,44.1,0.000,1006.0,70,186,4.5,NaN,58.1,51.6,2000-04-22T06:37,2000-04-22T20:14,55
2000-04-23,0.331,0.331,0.000,16.0,52.0,58.0,45.6,56.2,42.0,7.0,57,41.6,0.000,1012.7,70,327,3.6,NaN,58.3,48.9,2000-04-23T06:36,2000-04-23T20:15,61
2000-04-24,0.138,0.138,0.000,6.0,48.4,52.0,44.8,48.1,38.1,7.8,33,29.3,0.000,1021.5,50,326,6.1,NaN,56.1,42.6,2000-04-24T06:34,2000-04-24T20:16,55
2000-04-25,0.000,0.000,0.000,0.0,54.4,66.7,40.2,65.5,34.3,7.3,78,36.4,0.000,1016.7,56,140,5.0,NaN,56.4,50.0,2000-04-25T06:33,2000-04-25T20:17,3
2000-04-26,0.000,0.000,0.000,0.0,59.7,66.2,53.8,64.6,49.8,7.9,27,41.6,0.000,1018.7,54,351,5.1,NaN,59.2,56.4,2000-04-26T06:31,2000-04-26T20:19,3
2000-04-27,0.000,0.000,0.000,0.0,62.5,79.7,44.8,78.9,41.5,7.4,6,43.5,0.000,1011.5,58,124,2.8,NaN,62.7,60.8,2000-04-27T06:30,2000-04-27T20:20,1
2000-04-28,0.051,0.051,0.000,5.0,63.8,76.8,51.2,74.9,43.1,18.3,47,39.5,0.000,1002.9,43,240,11.0,NaN,63.1,57.3,2000-04-28T06:29,2000-04-28T20:21,51
2000-04-29,0.031,0.031,0.000,5.0,49.7,54.5,43.6,48.4,35.5,13.5,35,29.5,0.000,1018.0,47,329,9.9,NaN,57.9,42.2,2000-04-29T06:28,2000-04-29T20:22,51
2000-04-30,0.000,0.000,0.000,0.0,53.8,61.4,42.9,57.6,37.5,8.9,22,33.9,0.000,1023.4,50,351,6.0,NaN,57.4,48.8,2000-04-30T06:26,2000-04-30T20:23,3
2000-05-01,0.000,0.000,0.000,0.0,58.0,69.7,42.1,68.2,37.8,6.3,21,39.6,0.000,1017.3,57,115,3.6,NaN,60.8,55.2,2000-05-01T06:25,2000-05-01T20:24,3
2000-05-02,0.000,0.000,0.000,0.0,61.3,71.3,48.5,69.3,43.8,9.9,43,41.9,0.000,1009.5,55,144,6.5,NaN,63.4,57.6,2000-05-02T06:24,2000-05-02T20:25,3
2000-05-03,0.000,0.000,0.000,0.0,65.5,80.0,47.9,79.2,44.9,7.3,27,42.6,0.000,1006.8,53,120,4.1,NaN,66.0,63.1,2000-05-03T06:23,2000-05-03T20:26,3
2000-05-04,0.000,0.000,0.000,0.0,70.0,79.2,54.7,76.9,52.8,8.8,18,44.6,0.000,1004.9,44,343,4.7,NaN,68.1,67.7,2000-05-04T06:21,2000-05-04T20:27,3
2000-05-05,0.016,0.016,0.000,2.0,61.9,69.7,55.0,61.1,50.8,14.8,48,40.6,0.000,1007.4,47,324,9.9,NaN,65.5,55.8,2000-05-05T06:20,2000-05-05T20:28,51
